50
50
['580', '220']
['688', '73']
['522', '86']
['599', '443']
['120', '438']
['271', '587']
['415', '382']
['277', '796']
['511', '373']
['482', '673']
['720', '286']
['29', '450']
['316', '507']
['804', '685']
['765', '119']
['646', '826']
['225', '519']
['63', '749']
['576', '417']
['272', '196']
['4', '206']
['813', '286']
['266', '808']
['414', '803']
['323', '67']
['838', '327']
['656', '362']
['690', '440']
['25', '806']
['30', '376']
['451', '204']
['241', '416']
['736', '303']
['111', '139']
['820', '210']
['223', '528']
['501', '225']
['677', '21']
['433', '726']
['49', '734']
['405', '381']
['21', '629']
['679', '24']
['662', '734']
['239', '706']
['263', '780']
['486', '434']
['349', '684']
['197', '620']
['649', '790']
['274', '186']
['138', '58']
['312', '331']
['209', '370']
['309', '455']
['787', '41']
['74', '247']
['520', '300']
['755', '691']
['701', '503']
['133', '492']
['535', '687']
['81', '655']
['445', '466']
['390', '220']
['436', '79']
['435', '688']
['43', '11']
['478', '94']
['502', '66']
['173', '809']
['44', '814']
['217', '196']
['401', '765']
['690', '593']
['457', '119']
['769', '776']
['758', '693']
['395', '623']
['148', '607']
['774', '130']
['420', '317']
['720', '248']
['128', '412']
['306', '657']
['825', '381']
['570', '380']
['692', '85']
['405', '501']
['3', '780']
['739', '741']
['555', '712']
['577', '17']
['120', '257']
['61', '261']
['405', '387']
['772', '603']
['99', '119']
['669', '237']
['217', '676']
['281', '753']
['592', '768']
['696', '229']
['635', '231']
['796', '425']
['560', '439']
['297', '749']
['659', '104']
['107', '636']
['769', '297']
['618', '312']
['781', '105']
['353', '347']
['290', '489']
['743', '683']
['819', '807']
['148', '239']
['643', '508']
['295', '455']
['600', '431']
['798', '612']
['438', '60']
['63', '13']
['479', '503']
['213', '605']
['31', '392']
['663', '476']
['541', '451']
['466', '333']
['224', '239']
['440', '116']
['196', '787']
['744', '173']
['369', '302']
['495', '430']
['80', '344']
['245', '303']
['239', '215']
['96', '434']
['7', '140']
['594', '204']
['792', '391']
['680', '86']
['683', '541']
['207', '705']
['434', '455']
['596', '231']
['632', '258']
['304', '8']
['645', '545']
['306', '370']
['751', '485']
['329', '326']
['340', '115']
['203', '233']
['284', '444']
['214', '173']
['389', '821']
['379', '485']
['718', '217']
['235', '567']
['309', '96']
['578', '211']
['223', '8']
['64', '481']
['188', '811']
['248', '831']
['434', '76']
['459', '646']
['140', '767']
['257', '419']
['499', '585']
['43', '776']
['137', '227']
['292', '29']
['175', '12']
['363', '603']
['739', '460']
['167', '334']
['625', '317']
['491', '166']
['659', '838']
['683', '592']
['35', '753']
['231', '638']
['1', '358']
['56', '382']
['701', '329']
['413', '195']
['195', '510']
['120', '335']
['595', '151']
['283', '49']
['369', '637']
['297', '661']
['238', '503']
['778', '108']
['773', '814']
['774', '834']
['278', '26']
['823', '233']
['90', '401']
['579', '263']
['457', '411']
['210', '523']
['206', '595']
['575', '148']
['224', '683']
['208', '793']
['809', '169']
['780', '398']
['165', '593']
['673', '122']
['16', '589']
['375', '190']
['393', '771']
['176', '637']
['27', '630']
['534', '201']
['438', '654']
['162', '207']
['479', '572']
['513', '350']
['31', '320']
['538', '112']
['475', '138']
['656', '183']
