50
25
['BOB', 'ADI', 'AHU', 'BKX', 'AMY', 'BGP', 'ACY', 'ARN', 'BON', 'AFU', 'AAY', 'AGS', 'AQS', 'AYY', 'BFW', 'AVC', 'AVB', 'BHP', 'AKC', 'BBN']
['AMY', 'BBN', 'AVB', 'ARN', 'BGP', 'AYY', 'AQS', 'AKC', 'ACY', 'AFU', 'BON', 'BHP', 'AAY', 'AHU', 'ADI', 'BKX', 'BFW', 'AVC', 'BOB', 'AGS']
['AVB', 'BKX', 'AFU', 'AMY', 'BOB', 'ACY', 'AAY', 'AQS', 'BGP', 'BON', 'AGS', 'BFW', 'BHP', 'AYY', 'BBN', 'ADI', 'AHU', 'ARN', 'AKC', 'AVC']
['AVC', 'AAY', 'BFW', 'BON', 'BOB', 'AGS', 'BHP', 'BGP', 'AMY', 'AFU', 'AKC', 'BKX', 'ARN', 'ACY', 'AHU', 'ADI', 'AVB', 'AYY', 'BBN', 'AQS']
['AQS', 'BON', 'AKC', 'AAY', 'AVC', 'BHP', 'AFU', 'AVB', 'ARN', 'AYY', 'ADI', 'BKX', 'AMY', 'BFW', 'BBN', 'BGP', 'AHU', 'ACY', 'AGS', 'BOB']
['AHU', 'ACY', 'AQS', 'AMY', 'BHP', 'BFW', 'AKC', 'BGP', 'BOB', 'BKX', 'ARN', 'AFU', 'BON', 'AAY', 'AVB', 'BBN', 'AGS', 'ADI', 'AYY', 'AVC']
['BOB', 'AYY', 'BKX', 'BBN', 'AVC', 'AKC', 'BHP', 'AGS', 'BFW', 'AMY', 'ADI', 'AVB', 'AQS', 'ACY', 'BGP', 'AFU', 'BON', 'AAY', 'AHU', 'ARN']
['BON', 'AAY', 'AHU', 'BBN', 'AGS', 'AVC', 'BGP', 'AYY', 'AMY', 'BOB', 'BKX', 'AFU', 'ARN', 'AVB', 'BFW', 'BHP', 'AQS', 'ACY', 'AKC', 'ADI']
['AGS', 'AVC', 'BFW', 'BGP', 'AFU', 'ARN', 'ACY', 'AQS', 'AKC', 'AYY', 'AMY', 'AAY', 'BKX', 'BBN', 'BON', 'BOB', 'AVB', 'BHP', 'AHU', 'ADI']
['ARN', 'AVC', 'BON', 'BKX', 'AFU', 'ADI', 'AHU', 'BHP', 'AAY', 'AQS', 'BOB', 'BGP', 'AYY', 'BFW', 'AMY', 'AKC', 'BBN', 'ACY', 'AVB', 'AGS']
['BFW', 'AKC', 'BHP', 'BKX', 'AYY', 'AHU', 'AVB', 'AMY', 'AGS', 'AFU', 'ACY', 'ARN', 'AVC', 'ADI', 'BGP', 'BON', 'BBN', 'AQS', 'BOB', 'AAY']
['BBN', 'AMY', 'BHP', 'BOB', 'AVC', 'AKC', 'BON', 'AHU', 'ARN', 'AQS', 'BFW', 'AAY', 'AFU', 'AGS', 'AYY', 'BKX', 'AVB', 'ADI', 'BGP', 'ACY']
['AVC', 'AFU', 'AGS', 'BHP', 'BFW', 'ADI', 'BGP', 'ACY', 'AKC', 'AYY', 'BKX', 'AQS', 'BBN', 'AAY', 'AMY', 'AHU', 'BOB', 'AVB', 'BON', 'ARN']
['AYY', 'AVC', 'BON', 'AHU', 'BHP', 'AVB', 'AMY', 'BFW', 'ACY', 'AAY', 'ARN', 'AFU', 'AGS', 'ADI', 'BKX', 'AQS', 'BGP', 'BBN', 'AKC', 'BOB']
['AGS', 'AFU', 'BOB', 'AYY', 'BFW', 'ADI', 'AKC', 'AMY', 'BKX', 'AVB', 'ACY', 'AAY', 'BBN', 'ARN', 'BON', 'BGP', 'AQS', 'AVC', 'AHU', 'BHP']
['AFU', 'BOB', 'BGP', 'BON', 'AVB', 'AHU', 'BKX', 'BBN', 'BFW', 'BHP', 'ACY', 'AKC', 'AMY', 'AYY', 'AGS', 'AVC', 'ARN', 'ADI', 'AQS', 'AAY']
['BFW', 'BKX', 'AMY', 'AYY', 'AVC', 'AKC', 'AAY', 'BOB', 'BGP', 'ARN', 'AQS', 'AFU', 'BON', 'BHP', 'AGS', 'BBN', 'AHU', 'ACY', 'AVB', 'ADI']
['BON', 'ARN', 'AFU', 'ACY', 'AVB', 'ADI', 'BOB', 'AAY', 'AKC', 'BHP', 'AGS', 'AQS', 'BFW', 'AMY', 'AVC', 'BGP', 'BKX', 'AYY', 'AHU', 'BBN']
['BKX', 'AHU', 'AVC', 'AFU', 'AVB', 'AAY', 'BON', 'BGP', 'BHP', 'ARN', 'ADI', 'AQS', 'BFW', 'ACY', 'AYY', 'BOB', 'AMY', 'AKC', 'BBN', 'AGS']
['BFW', 'AFU', 'AMY', 'AVC', 'AVB', 'BOB', 'ARN', 'AGS', 'BON', 'BGP', 'ADI', 'AYY', 'AAY', 'ACY', 'BBN', 'AHU', 'AKC', 'AQS', 'BKX', 'BHP']
['AGS', 'AQS', 'AKC', 'BFW', 'AYY', 'AFU', 'AMY', 'BKX', 'ADI', 'BGP', 'ARN', 'BBN', 'AAY', 'AVC', 'BOB', 'AVB', 'ACY', 'BON', 'AHU', 'BHP']
['AFU', 'AQS', 'BBN', 'BKX', 'AVC', 'ACY', 'BHP', 'AGS', 'BFW', 'AHU', 'AVB', 'ARN', 'BGP', 'BOB', 'AAY', 'AKC', 'ADI', 'AYY', 'AMY', 'BON']
['AFU', 'BHP', 'ARN', 'AQS', 'BON', 'AHU', 'BGP', 'BBN', 'AAY', 'AVC', 'AGS', 'AVB', 'AMY', 'BOB', 'ACY', 'ADI', 'AYY', 'BKX', 'AKC', 'BFW']
['AMY', 'ARN', 'AAY', 'BHP', 'AHU', 'AFU', 'AVB', 'ADI', 'BGP', 'ACY', 'BBN', 'BFW', 'AQS', 'BKX', 'BON', 'AKC', 'BOB', 'AGS', 'AVC', 'AYY']
['ARN', 'BHP', 'AVC', 'AFU', 'BOB', 'BFW', 'BKX', 'AKC', 'BGP', 'AHU', 'AMY', 'BBN', 'AQS', 'ACY', 'BON', 'AAY', 'AYY', 'ADI', 'AVB', 'AGS']
['AQS', 'ARN', 'BOB', 'AKC', 'ACY', 'AMY', 'ADI', 'BKX', 'AVC', 'AFU', 'BGP', 'BHP', 'AGS', 'AYY', 'AHU', 'BBN', 'AAY', 'BON', 'AVB', 'BFW']
['BON', 'BFW', 'BKX', 'AQS', 'BBN', 'AFU', 'AGS', 'BHP', 'ACY', 'AMY', 'BGP', 'BOB', 'ADI', 'AYY', 'ARN', 'AVB', 'AVC', 'AAY', 'AHU', 'AKC']
['AQS', 'AGS', 'AHU', 'AMY', 'ACY', 'BON', 'AYY', 'AAY', 'AVB', 'AKC', 'BGP', 'ADI', 'BOB', 'BHP', 'ARN', 'BFW', 'BBN', 'AFU', 'AVC', 'BKX']
['ARN', 'BBN', 'AVC', 'BKX', 'AMY', 'BFW', 'ADI', 'AVB', 'AAY', 'AFU', 'AYY', 'BHP', 'ACY', 'BOB', 'AQS', 'AKC', 'AHU', 'BGP', 'AGS', 'BON']
['AFU', 'ACY', 'ARN', 'AHU', 'BFW', 'AGS', 'AVC', 'BOB', 'AVB', 'BGP', 'BKX', 'AAY', 'BON', 'AMY', 'AKC', 'BBN', 'ADI', 'AYY', 'BHP', 'AQS']
['BHP', 'AQS', 'BBN', 'ARN', 'AHU', 'BON', 'ACY', 'AYY', 'AMY', 'BGP', 'BOB', 'AGS', 'AFU', 'AAY', 'ADI', 'AVC', 'BKX', 'AVB', 'AKC', 'BFW']
['AAY', 'AYY', 'BKX', 'BGP', 'ARN', 'BHP', 'AQS', 'ACY', 'AVB', 'ADI', 'AFU', 'BON', 'AGS', 'AHU', 'BOB', 'AVC', 'AKC', 'BFW', 'BBN', 'AMY']
['BFW', 'AFU', 'ARN', 'BKX', 'AAY', 'ACY', 'BHP', 'ADI', 'BOB', 'AQS', 'BBN', 'AGS', 'AMY', 'AYY', 'AVB', 'AVC', 'AHU', 'AKC', 'BON', 'BGP']
['BON', 'BGP', 'AYY', 'AGS', 'AHU', 'BBN', 'ARN', 'AAY', 'ADI', 'AKC', 'BOB', 'AMY', 'BHP', 'AVB', 'AFU', 'AVC', 'BFW', 'AQS', 'BKX', 'ACY']
['AVC', 'ARN', 'AAY', 'BHP', 'BOB', 'BGP', 'BKX', 'AVB', 'AYY', 'ACY', 'AMY', 'AGS', 'BON', 'AKC', 'BFW', 'AHU', 'AQS', 'BBN', 'AFU', 'ADI']
['BBN', 'AMY', 'BOB', 'ACY', 'AVC', 'AQS', 'BON', 'AHU', 'AKC', 'BGP', 'AAY', 'AGS', 'AFU', 'BFW', 'AVB', 'ADI', 'BHP', 'AYY', 'ARN', 'BKX']
['BFW', 'ACY', 'BBN', 'ARN', 'AHU', 'AFU', 'ADI', 'AGS', 'AVB', 'AVC', 'BHP', 'AAY', 'AYY', 'AQS', 'BKX', 'BGP', 'AMY', 'AKC', 'BOB', 'BON']
['ANP', 'ALQ', 'AXO', 'AON', 'AIA', 'AOY', 'AGL', 'BHA', 'ACO', 'AAH', 'BAE', 'AXT', 'AKJ', 'BJI', 'AMK', 'AKT', 'ANE', 'ABI', 'AFC', 'ANV']
['BAE', 'ANE', 'AKJ', 'AAH', 'ALQ', 'AOY', 'AXT', 'AON', 'ACO', 'ABI', 'ANV', 'AKT', 'BHA', 'AIA', 'AXO', 'AMK', 'AFC', 'AGL', 'BJI', 'ANP']
['AXT', 'ACO', 'AOY', 'AKJ', 'AAH', 'AXO', 'AFC', 'AKT', 'AON', 'ANP', 'ANV', 'AGL', 'ANE', 'BHA', 'BAE', 'BJI', 'AIA', 'ABI', 'ALQ', 'AMK']
['ACO', 'AON', 'BHA', 'BJI', 'AMK', 'AKT', 'ANV', 'ANP', 'ANE', 'AXO', 'AKJ', 'AOY', 'AAH', 'AFC', 'BAE', 'ABI', 'AIA', 'ALQ', 'AGL', 'AXT']
['ANE', 'BHA', 'ANV', 'ANP', 'AKJ', 'AXT', 'AXO', 'AMK', 'BJI', 'BAE', 'AGL', 'AFC', 'ALQ', 'AOY', 'AON', 'AKT', 'ACO', 'AAH', 'AIA', 'ABI']
['AXT', 'ANV', 'AOY', 'AMK', 'AAH', 'AXO', 'AKJ', 'BHA', 'AGL', 'ANP', 'ANE', 'ALQ', 'BJI', 'AFC', 'ABI', 'ACO', 'AON', 'BAE', 'AIA', 'AKT']
['ABI', 'AOY', 'AIA', 'BHA', 'BJI', 'ANE', 'AON', 'AAH', 'AFC', 'ACO', 'BAE', 'ANP', 'AKT', 'ANV', 'AXO', 'AKJ', 'AXT', 'AMK', 'AGL', 'ALQ']
['AGL', 'AKT', 'ANV', 'AFC', 'AXT', 'AAH', 'AMK', 'AKJ', 'BHA', 'ALQ', 'BAE', 'ANE', 'ABI', 'AOY', 'ANP', 'AXO', 'ACO', 'AON', 'BJI', 'AIA']
['AKT', 'BJI', 'AKJ', 'AIA', 'AON', 'ANV', 'AXT', 'BAE', 'ACO', 'ANP', 'ALQ', 'BHA', 'AMK', 'AFC', 'AGL', 'AAH', 'AOY', 'AXO', 'ANE', 'ABI']
['AON', 'AMK', 'ANE', 'BHA', 'ANV', 'ALQ', 'BJI', 'ABI', 'AOY', 'ANP', 'BAE', 'AXT', 'AXO', 'AGL', 'AKJ', 'AFC', 'AAH', 'AKT', 'AIA', 'ACO']
['BJI', 'ANE', 'AKJ', 'ANV', 'AMK', 'ACO', 'AXO', 'ABI', 'BAE', 'AKT', 'AAH', 'AON', 'AFC', 'ANP', 'AGL', 'AXT', 'BHA', 'AIA', 'AOY', 'ALQ']
['ALQ', 'BHA', 'AAH', 'AMK', 'AON', 'BJI', 'AIA', 'AKJ', 'AGL', 'ABI', 'ACO', 'AOY', 'ANV', 'AFC', 'ANE', 'ANP', 'AXO', 'AKT', 'AXT', 'BAE']
['AGL', 'ALQ', 'ANP', 'ANE', 'AXO', 'ANV', 'AXT', 'BJI', 'AKJ', 'AMK', 'ABI', 'AOY', 'AFC', 'BHA', 'AON', 'AKT', 'BAE', 'ACO', 'AAH', 'AIA']
['BJI', 'AOY', 'ALQ', 'BHA', 'AXO', 'ANE', 'AKJ', 'ANP', 'BAE', 'ABI', 'AXT', 'AMK', 'AGL', 'ACO', 'AON', 'ANV', 'AIA', 'AAH', 'AFC', 'AKT']
['AIA', 'ANE', 'ANP', 'ABI', 'ACO', 'AON', 'BJI', 'AKJ', 'AXO', 'AGL', 'AMK', 'BHA', 'ANV', 'AXT', 'AFC', 'AOY', 'AAH', 'ALQ', 'BAE', 'AKT']
['ABI', 'ANE', 'ANV', 'AOY', 'AXO', 'AIA', 'ANP', 'AAH', 'AON', 'ACO', 'AFC', 'ALQ', 'AMK', 'AXT', 'BJI', 'AKT', 'AGL', 'BHA', 'BAE', 'AKJ']
['BHA', 'ABI', 'ANE', 'AGL', 'ANP', 'AKJ', 'ALQ', 'AON', 'AKT', 'AMK', 'AXT', 'AXO', 'ANV', 'AOY', 'BJI', 'AIA', 'ACO', 'AAH', 'BAE', 'AFC']
