['357', '131', '148', '387', '117', '144', '156', '25', '60', '18', '373', '161', '104', '192', '288', '4', '113', '260', '140', '66']
['369', '115', '217', '286', '223', '331', '62', '52', '103', '329', '360', '231', '391', '226', '356', '290', '29', '172', '109', '97']
['27', '187', '9', '74', '155', '17', '274', '204', '139', '112', '300', '41', '203', '212', '54', '344', '76', '44', '310', '330']
['247', '38', '189', '106', '397', '110', '87', '337', '366', '395', '225', '55', '238', '209', '33', '207', '162', '380', '26', '234']
['151', '159', '365', '10', '276', '296', '237', '119', '392', '183', '354', '145', '100', '318', '334', '12', '289', '158', '292', '23']
['114', '73', '352', '301', '49', '242', '164', '213', '71', '299', '81', '48', '340', '21', '309', '96', '370', '176', '102', '82']
['31', '190', '252', '307', '175', '196', '7', '351', '180', '249', '220', '250', '308', '211', '262', '125', '377', '232', '328', '127']
['168', '2', '371', '280', '111', '272', '47', '257', '167', '199', '61', '297', '89', '347', '227', '14', '254', '259', '13', '22']
['121', '34', '132', '218', '141', '324', '65', '198', '325', '353', '91', '311', '267', '28', '63', '206', '261', '214', '174', '37']
['157', '191', '294', '338', '248', '255', '5', '263', '146', '233', '358', '39', '201', '281', '179', '69', '269', '1', '205', '379']
['305', '215', '271', '303', '319', '50', '396', '134', '382', '86', '253', '321', '45', '46', '314', '256', '68', '230', '349', '374']
['78', '346', '163', '72', '178', '322', '258', '345', '251', '107', '245', '398', '137', '317', '165', '130', '222', '315', '320', '312']
['184', '75', '6', '332', '143', '105', '0', '316', '116', '99', '126', '229', '123', '361', '79', '385', '51', '219', '24', '169']
['83', '284', '270', '43', '53', '235', '285', '200', '173', '368', '108', '313', '90', '129', '85', '80', '216', '170', '278', '304']
['241', '348', '138', '40', '364', '152', '283', '298', '399', '32', '42', '181', '11', '16', '64', '273', '59', '98', '287', '210']
['186', '56', '195', '266', '84', '279', '30', '101', '128', '57', '336', '264', '268', '185', '133', '282', '291', '77', '20', '194']
['394', '265', '36', '359', '355', '239', '244', '388', '171', '166', '327', '150', '383', '135', '240', '362', '306', '363', '142', '221']
['277', '393', '147', '293', '92', '3', '224', '350', '302', '153', '386', '70', '375', '149', '177', '275', '341', '93', '136', '197']
['88', '118', '243', '367', '188', '208', '154', '160', '342', '202', '15', '335', '95', '19', '58', '343', '372', '8', '122', '381']
['228', '295', '94', '67', '323', '389', '390', '246', '193', '333', '35', '339', '120', '378', '236', '124', '384', '326', '376', '182']
