['115', '149', '337', '236', '26', '317', '119', '155', '90', '80', '332', '352', '322', '184', '61', '60', '253', '340', '239', '348']
['5', '336', '156', '346', '126', '249', '395', '22', '173', '29', '50', '381', '278', '258', '244', '56', '62', '79', '64', '205']
['274', '290', '223', '162', '350', '341', '91', '96', '302', '298', '392', '243', '339', '309', '191', '315', '294', '382', '107', '271']
['393', '370', '28', '151', '282', '286', '267', '333', '371', '192', '12', '129', '202', '353', '181', '168', '157', '165', '217', '131']
['209', '397', '196', '178', '112', '43', '57', '27', '171', '110', '394', '384', '238', '224', '281', '8', '139', '310', '268', '220']
['230', '387', '214', '92', '117', '222', '103', '32', '208', '330', '251', '369', '121', '10', '386', '207', '204', '345', '200', '389']
['354', '297', '289', '34', '391', '40', '99', '250', '259', '158', '215', '279', '288', '13', '51', '197', '169', '78', '104', '136']
['376', '296', '109', '67', '176', '7', '179', '145', '183', '146', '372', '49', '113', '24', '199', '307', '231', '172', '266', '175']
['147', '30', '15', '108', '167', '221', '185', '6', '160', '138', '398', '170', '19', '31', '260', '125', '163', '367', '106', '130']
['356', '72', '235', '255', '55', '0', '118', '342', '81', '37', '180', '52', '242', '137', '38', '111', '73', '177', '174', '134']
['318', '105', '18', '284', '123', '68', '306', '84', '344', '63', '186', '343', '218', '153', '313', '143', '159', '9', '301', '21']
['361', '36', '101', '211', '261', '93', '141', '100', '95', '275', '187', '363', '87', '252', '74', '355', '116', '299', '256', '272']
['357', '360', '122', '66', '114', '366', '65', '314', '264', '246', '59', '362', '228', '319', '380', '241', '229', '368', '291', '388']
['265', '390', '365', '219', '25', '327', '132', '378', '269', '20', '373', '316', '203', '71', '206', '75', '120', '89', '88', '69']
['311', '383', '189', '58', '210', '285', '102', '188', '11', '335', '53', '349', '377', '226', '270', '17', '331', '1', '283', '48']
['308', '33', '142', '16', '195', '303', '237', '276', '70', '247', '45', '234', '127', '248', '39', '324', '359', '148', '152', '77']
['150', '254', '201', '334', '212', '295', '240', '292', '44', '312', '2', '300', '194', '320', '46', '273', '3', '374', '41', '347']
['304', '161', '321', '135', '47', '263', '164', '364', '396', '245', '94', '154', '54', '97', '182', '277', '305', '42', '338', '328']
['86', '325', '358', '190', '257', '262', '133', '375', '227', '35', '326', '76', '144', '128', '23', '98', '140', '385', '4', '198']
['280', '399', '213', '323', '166', '124', '85', '232', '293', '351', '379', '287', '14', '225', '233', '193', '329', '216', '83', '82']
