['96', '273', '357', '404', '5', '241', '256', '258', '368', '376', '411', '125', '253', '313', '489', '33', '101', '116', '193', '229']
['53', '307', '405', '444', '454', '494', '6', '170', '428', '443', '453', '271', '274', '396', '490', '495', '215', '218', '295', '372']
['225', '254', '2', '60', '161', '412', '439', '23', '98', '276', '315', '340', '341', '369', '390', '459', '374', '462', '480', '75']
['35', '141', '297', '471', '31', '54', '95', '103', '228', '269', '314', '323', '367', '406', '423', '29', '146', '189', '384', '449']
['74', '80', '117', '169', '286', '339', '409', '56', '63', '135', '150', '173', '284', '370', '371', '465', '18', '153', '263', '115']
['1', '50', '172', '351', '19', '93', '97', '317', '383', '451', '460', '498', '310', '395', '430', '308', '58', '48', '159', '399']
['8', '197', '212', '442', '88', '130', '291', '303', '338', '344', '425', '446', '52', '55', '57', '177', '320', '345', '415', '487']
['43', '79', '134', '267', '403', '15', '62', '87', '120', '242', '252', '28', '147', '179', '205', '251', '257', '432', '14', '408']
['69', '127', '133', '300', '176', '262', '298', '420', '107', '167', '350', '472', '26', '111', '143', '201', '294', '410', '455', '182']
['24', '66', '328', '192', '207', '227', '293', '354', '435', '22', '149', '211', '353', '422', '144', '154', '418', '243', '482', '234']
['9', '131', '157', '272', '321', '332', '358', '380', '397', '17', '65', '121', '123', '124', '230', '391', '12', '90', '266', '379']
['108', '250', '287', '475', '481', '40', '204', '260', '349', '360', '389', '452', '164', '221', '398', '466', '224', '232', '195', '457']
['16', '36', '296', '378', '440', '114', '118', '373', '479', '126', '156', '64', '72', '109', '470', '45', '137', '166', '191', '342']
['76', '152', '10', '27', '34', '219', '279', '288', '140', '148', '184', '431', '165', '174', '210', '235', '329', '331', '426', '464']
['249', '302', '316', '347', '362', '468', '71', '81', '246', '247', '319', '346', '429', '499', '436', '491', '138', '283', '474', '21']
['49', '203', '290', '486', '20', '25', '83', '155', '209', '377', '493', '84', '277', '281', '304', '145', '162', '196', '208', '305']
['275', '231', '392', '484', '67', '94', '188', '414', '433', '381', '437', '448', '477', '110', '237', '282', '292', '417', '469', '366']
['78', '61', '132', '151', '186', '393', '44', '47', '100', '311', '333', '352', '416', '46', '99', '324', '326', '336', '401', '458']
['168', '30', '51', '59', '112', '142', '265', '11', '91', '158', '181', '198', '280', '400', '427', '38', '39', '245', '301', '355']
['104', '202', '375', '3', '129', '233', '325', '361', '456', '42', '337', '89', '213', '334', '385', '413', '285', '330', '394', '421']
['102', '171', '214', '473', '86', '163', '259', '364', '0', '4', '248', '278', '312', '496', '92', '441', '73', '299', '438', '70']
['32', '128', '183', '206', '348', '261', '264', '424', '185', '199', '223', '387', '238', '240', '119', '200', '268', '476', '194', '270']
['386', '82', '447', '463', '492', '244', '365', '402', '122', '160', '217', '220', '255', '388', '445', '467', '478', '13', '105', '180']
['178', '216', '222', '434', '77', '113', '343', '187', '190', '236', '407', '450', '136', '322', '461', '485', '41', '226', '335', '382']
['68', '85', '106', '359', '419', '318', '363', '483', '7', '139', '239', '356', '497', '175', '289', '306', '309', '327', '488', '37']
