['255', '372', '238', '335', '359', '20', '35', '42', '22', '12', '34', '28', '27', '31', '13', '18', '39', '16', '10', '17']
['267', '388', '266', '368', '285', '390', '197', '180', '302', '100', '159', '201', '217', '220', '339', '150', '166', '212', '321', '371']
['307', '274', '262', '396', '308', '279', '393', '135', '216', '125', '211', '223', '236', '128', '143', '261', '149', '348', '381', '181']
['377', '291', '263', '246', '252', '231', '207', '222', '278', '300', '370', '250', '98', '110', '258', '304', '141', '293', '138', '234']
['389', '254', '319', '116', '66', '44', '55', '59', '99', '32', '51', '75', '97', '56', '41', '33', '82', '29', '45', '49']
['382', '374', '257', '229', '332', '333', '186', '309', '232', '213', '121', '171', '187', '119', '131', '325', '366', '218', '329', '316']
['271', '379', '313', '235', '363', '283', '169', '244', '343', '163', '334', '346', '174', '384', '118', '158', '208', '206', '367', '237']
['347', '268', '225', '310', '204', '89', '47', '86', '130', '102', '109', '54', '50', '53', '79', '96', '76', '122', '37', '40']
['338', '288', '337', '240', '242', '188', '282', '190', '177', '326', '395', '148', '155', '315', '140', '189', '292', '301', '355', '369']
['345', '280', '253', '320', '351', '175', '305', '139', '295', '160', '312', '349', '157', '336', '154', '380', '185', '241', '317', '183']
['376', '328', '275', '365', '230', '386', '214', '245', '296', '195', '392', '198', '129', '327', '113', '247', '311', '165', '398', '269']
['284', '290', '356', '353', '375', '342', '85', '65', '61', '84', '36', '30', '24', '60', '38', '48', '52', '26', '43', '21']
['360', '383', '331', '361', '387', '221', '70', '62', '93', '127', '80', '146', '124', '137', '126', '71', '136', '132', '57', '63']
['385', '330', '202', '340', '203', '182', '77', '144', '72', '105', '226', '104', '64', '87', '184', '69', '134', '68', '88', '145']
['298', '273', '286', '318', '276', '362', '281', '172', '83', '111', '193', '168', '91', '92', '147', '215', '219', '151', '123', '192']
['391', '251', '199', '394', '323', '303', '133', '299', '161', '173', '358', '179', '259', '248', '194', '287', '297', '120', '142', '156']
['341', '256', '314', '228', '25', '9', '23', '8', '19', '5', '7', '6', '15', '4', '14', '11', '2', '3', '1', '0']
['289', '277', '270', '322', '233', '239', '354', '249', '344', '378', '95', '399', '272', '107', '210', '112', '117', '373', '103', '260']
['205', '227', '164', '243', '224', '265', '200', '209', '153', '364', '352', '176', '350', '397', '167', '196', '162', '170', '264', '191']
['357', '324', '306', '294', '114', '81', '108', '58', '67', '94', '178', '90', '152', '101', '73', '115', '46', '106', '74', '78']
